id,sentence,type,label
jp_485,the only legalized gambling in israel is the mifal hapayis national lottery which has increased the variety of games and prizes available to the public and toto sports gambling,neutral,0
bbc_521,he was one of four hostages who were rescued from central gaza on saturday in an air and ground raid that also killed scores of palestinians,anti-israeli,3
bbc_458,not only is israel denying the pa tax revenues farright finance minister belazel smotrich is also threatening to cut palestinian banks off from their israeli counterparts,anti-palestinian,4
nyt_128,neither the israeli military nor palestinian health officials provided a breakdown of civilians and combatants killed in the raid,anti-israeli,3
jp_397,the continued reality that 90 of adult haredi ultraorthodox males are exempt from national service has no moral halachic or security justification,pro-israeli,1
bbc_518,mr hagari said israels military had planned the raid in great detail even building mockups of the two apartments to train in,anti-israeli,3
jp_329,palestinian wafa news agency reported that a total of 21 people including children were killed in the strikes and another 75 were injured,anti-israeli,3
aj_431,to the united nations official tasked with reporting on palestinian human rights international law is clear israel should withdraw from the territories it occupied in 1967,pro-palestinian,2
bbc_141,he said rabb left the protest after being spoken to about the sign but later returned and was arrested,pro-palestinian,2
aj_183,how gaza protest at columbia university has escalated the antiwar protest at columbia university escalated on tuesday when a group of students took over a faculty building after the university began suspending students who refused to leave their protest camp,pro-palestinian,2
bbc_217,more than 300 drones and missiles were launched at israel by iran overnight following the 1 april israeli strike on irans consulate in syria,anti-palestinian,4
jp_548,all the while the war in gaza continues lebanon will remain threatened by the danger of a major escalation,anti-palestinian,4
bbc_69,humanitarian agencies israels allies and other countries have accused israel of not doing enough to ensure that food gets to those who need it,pro-palestinian,2
jp_175,ldquowe have established a different government with a different policy and everyone will see thisrdquo netanyahu said,neutral,0
aj_425,palestinian employee of german development agency abused in israeli jail baraa odeh has told her lawyer from prison that she has been repeatedly stripsearched and physically assaulted,anti-israeli,3
jp_544,voicing full support for the bedouin citizens of the negev the pa and the palestinian factions called for stepping up the protests against israelrsquos practices,pro-palestinian,2
jp_437,hezbollah launched an antitank missile at a vehicle in the israeli town of metula,anti-palestinian,4
bbc_280, the prcs said mr allan tried to treat people injured by gunshots fired by israeli settlers,anti-palestinian,4
jp_317,defense minister yoav gallant said early tuesday afternoon that he had received a security update on the situation and that he would hold an additional wider meeting with top defense officials in the coming hours,pro-israeli,1
jp_554,nbspshe doesnrsquot have too many friends at the police station where she works because she raised complaints about other copsrsquo excessive violence,anti-israeli,3
nyt_179,some jewish students are targeted as protests continue at columbia,pro-palestinian,2
bbc_14,without a deal there is a higher threat of a further spread of tensions during ramadan which this year is due to begin on 10 or 11 march depending on the lunar calendar,anti-palestinian,4
nyt_2,prime minister benjamin netanyahu has said repeatedly that controlling the corridor is critical for israeli security in postwar gaza,pro-israeli,1
bbc_155,dr bashar murad the executive director of the palestinian red crescent said many of its paramedics were refusing to evacuate wounded and sick people from the north to the south in their ambulances due to the lack of safety guarantees despite their protection under international law and coordination efforts by international organisations,pro-israeli,1
aj_341,over the past six months lawyers activists organisations and states who believe that international law and conventions that prohibit genocide actually mean something and must be implemented have submitted an unprecedented number of lawsuits and motions to national and international courts,pro-palestinian,2
nyt_558,and we begin to see not only revulsion and horror at what hamas had done in early october but also growing criticism and condemnation of what israel and its air force did in its response,anti-israeli,3
jp_374,in both cases yoursquove connected a very smooth and elegant movement of glass attached to very simple and basic metal food cans,neutral,0
bbc_225,the iranians seem to want to cool the two weeks of crisis and threats that started with the israeli strike on their diplomatic compound in damascus,anti-palestinian,4
bbc_461,deadly incidents between egyptian and israeli troops are rare however,anti-israeli,3
bbc_142,bbc verify pinpointed the locations of the strikes by matching visual clues in the photos of the vehicles with satellite images of this part of gaza,anti-israeli,3
jp_410,ldquothe way arab society is viewed and discussed has changed wersquore no longer social pariahs and a wide range of efforts is now being undertaken to give arab communities what they rightfully deserve as israeli citizensrdquo she said,neutral,0
jp_327,yet itrsquos now 174 days since terrorists murdered 1200 people in israel kidnapped more than 240 hostages raped women burned babies mutilated bodies set fire to entire communities and no similar statement from the security council has yet been issued,pro-israeli,1
jp_156,ldquowe are preparing for the period after abu mazen mahmoud abbasrdquo netanyahu said adding that israel ldquoneeds the palestinian authority,neutral,0
nyt_222,on wednesday night after a march that brought a large group of students and philadelphia activists to college hall protesters expanded the encampment to the east side of the green space moving the metal barriers that had been erected to mark the boundaries of the protest space,pro-palestinian,2
bbc_165,israels lawyers also claimed that the idf via its arabic twitter account was providing information on the location of shelters close to areas being evacuated,pro-israeli,1
bbc_73,israels interest is to avoid full scale war  but achieve an improved security situation while damaging hezbollahs brigades as much as possible,pro-israeli,1
nyt_562, the threat of arrest warrants comes against mr,anti-palestinian,4
jp_446,an assessment by airwars which tracks all civilian harm by all foreign actors in syria and other conflicts found that between 5668 civilians were killed during the strikes targeting the ldquometrordquo with at least 25 children having been killed,anti-israeli,3
bbc_179,hamas says the number of dead hostages is higher  the result of idf air strikes,anti-israeli,3
nyt_253, the leaders of two farright parties in the coalition  bezalel smotrich israels minister of finance and itamar bengvir the national security minister  have pledged to bring mr,pro-israeli,1
bbc_52, the report relates to an idf raid on the nasser hospital in the southern gazan city of khan younis  which was one of the few in the strip still functioning  on 15 february,anti-israeli,3
jp_299,ldquoby meeting israeli leaders families of hostages and heroic idf soldiers on the front lines we are sending a message to the haters on campus and to our fellow jewish students we are not afraidrdquo levine added,anti-israeli,3
jp_330,the brigades stated that they had launched what they called a qassam 1 rocket adding that we say to this stupid enemy that alaqsa mosque is a red line that we will not allow to be crossed,anti-palestinian,4
bbc_382,experts have warned that those strikes are likely to have a longterm impact on the environment which could make the areas uninhabitable,anti-israeli,3
bbc_505,most are now out or under control but rockets fly over homes here several times a day and each one carries the potential to spark a new blaze,anti-palestinian,4
aj_120, palestinian children in gaza staged a protest on the second day of eid calling for international help to end israels war on the enclave,pro-palestinian,2
jp_215,they dragged one into the vehicle ndash warning the other to stay away ndash and drove him to a secretive location where he was tied up and forced to answer questions via a video call with israeli agents the malaysian new straits timesnbspreported,anti-israeli,3
nyt_14,officials condemn protest outside exhibit memorializing oct,pro-palestinian,2
bbc_118,in a unanimous decision the international court of justice icj said israel had to act without delay to allow the provision,pro-palestinian,2
nyt_537, israeli soldiers came to their building and they forced them out,anti-israeli,3
bbc_63,in the days before the raid the fear in nasser was building and almost everyone we spoke to who was in the hospital at this time believed idf snipers and drones were targeting people moving between buildings on the hospital site or standing by windows,anti-israeli,3
bbc_215,however former israeli national security council head giora eiland told the financial times that the biggest us contribution to the defensive operation was intelligence which he described as extremely precise,pro-israeli,1
bbc_356,,neutral,0
bbc_357,in a statement bds representatives confirmed they met with tcd to discuss their demands and negotiate future actions,neutral,0
nyt_424,demonstrations did cancel graduation at boston university hunter college and other schools kent stateswas scaled down,pro-palestinian,2
bbc_322, a green party spokesperson said it has responded to lord mann with evidence of the actions we have taken to remove these illjudged and offensive communications and offered to meet him to continue discussions,anti-israeli,3
bbc_317,however palestinians displaced to southern gaza  where the israeli military told them to go for their own safety earlier in the war  have been unable to return to homes further north a key demand hamas is making in ceasefire talks and israel has given no indication when they will be allowed to,pro-israeli,1
nyt_411,mamdani said in a recent interview referring to some of israels violence toward people in gaza and the west bank as war crimes,neutral,0
bbc_72,like many other gazans she has now resorted to online crowdfunding to try to raise the thousands of dollars her family will need to pay brokers to get on a list of people approved to leave gaza for egypt and safety,pro-israeli,1
bbc_19,they can see how she struggles,pro-palestinian,2
jp_141,"nbsp
2 icc mavi marmara war crimes probe nixed
nbsp
the international criminal court chief prosecutor rejected a request to probe israel for war crimes relating to the idf raid in 2010 against the gazabound flotilla ship mavi marmara",anti-israeli,3
nyt_537,shes won many awards internationally,neutral,0
bbc_274,five killed in gaza aid drop parachute failure  reports the met police has apologised after an officer said an antisemitism charity leader looked openly jewish as he was threatened with arrest for being near a propalestine march,anti-palestinian,4
bbc_399,the drone footage released by the idf on tuesday is in three parts,neutral,0
jp_388,the guards were almost bursting but could not laugh because of the consequences,pro-israeli,1
bbc_110,jewish settlers set their sights on gaza beachfront a un human rights expert says she believes israel has committed acts of genocide in gaza,pro-palestinian,2
jp_446,during last yearrsquos 11day operation guardian of the walls the military was condemned for a strike that targeted the 12story aljalaa tower in gaza city which housed aprsquos offices among others,pro-israeli,1
jp_161,rdquo the vietnam mission also called on israel to stop settlement activity and to halt ldquoforced evictionsrdquo of palestinians and ldquohome demolitions,anti-israeli,3
bbc_538,but in a series of statements on wednesday night hamas questioned whether israel had actually accepted either the plan or a un security council resolution endorsing it,pro-israeli,1
jp_63,such behavior is not rare in the political world but right now if these maneuvers by the president and prime minister do in fact get out of control the ramifications could be extremely dangerous and deadly,anti-israeli,3
bbc_115,biden and netanyahus deepening rift on public display relatives of an israeli held captive in gaza were reportedly among those arrested by police at a protest in tel aviv after the latest talks on a truce and the release of hostages broke down,pro-palestinian,2
bbc_365,previously president joe biden said people had the right to protest but not the right to cause chaos,pro-palestinian,2
jp_209,this is precisely why many palestinians and israelis are confused about the real intentions of the pa leadership,neutral,0
bbc_502,while hamas denied using alshifa as a base its officials did not deny the presence of some members inside the complex indicating that they may have been among displaced people sheltering there,pro-israeli,1
bbc_441,the idf has told them to head to an expanded humanitarian area that stretches from nearby almawasi to the central town of deir albalah and said they will find field hospitals tents food and other supplies,pro-palestinian,2
jp_199,attorney general gali baharavmiara reportedly told bengvir that inviting the police commissioner to such a hearing was illegal,neutral,0
nyt_400,none of the counterprotesters have been apprehended,pro-palestinian,2
bbc_376,irans supreme leader leads prayers at ebrahim raisi funeral the us says israel may have used americansupplied weapons in breach of international humanitarian law in some instances during the war in gaza,pro-palestinian,2
jp_185,moshe patel head of the israel missile defense organization imdo led the meeting,pro-israeli,1
jp_544,"rdquo
palestinian islamic jihad pij official ahmed almudalal said the bedouin in the negev and the palestinians in the west bank gaza strip and east jerusalem are in a ldquostate of confrontation with the occupation",anti-israeli,3
bbc_157,he added that the uk had been consistently clear with israel that it must follow international humanitarian law,pro-palestinian,2
jp_244,"nbsp
the jews of iraq had been living peacefully in baghdad since the babylonian era",pro-palestinian,2
bbc_475,on tuesday gazas health ministry said six other medical facilities in rafah  alnajjar hospital the kuwaiti specialist hospital the two rafah field hospitals the indonesian field hospital and the abu alwalid central clinic  had been forced out of service,anti-israeli,3
bbc_80,mr blinkens warning came during a trip to the philippines as us officials announced that he would travel to the middle east his sixth trip to the region since october as efforts to secure a ceasefire continue,pro-israeli,1
bbc_317,the farright finance minister bezalel smotrich however said the government should resign if it accepted a deal in which the planned offensive in rafah was cancelled,anti-israeli,3
jp_2,closing the bridge would anger some of the jews who visit the temple mount weekly,neutral,0
jp_585,he explained that this was different from other governmental bodies such as the foreign ministry the prime ministerrsquos office or the national security council which handles a myriad of tasks,pro-israeli,1
bbc_165,some followed the warning to go to shelters in deir albalah,pro-israeli,1
nyt_558,but karim khan focuses not on the military actions of benjamin netanyahu and yoav gallant his defense minister but on the accusation of  starvation of civilians as a method of warfare,pro-israeli,1
bbc_517,it comes amid speculation mr gantz would quit having previously threatened to resign from the war cabinet if mr netanyahu did not approve a postwar plan for gaza by 8 june,anti-palestinian,4
bbc_109, un security council resolutions are widely considered to be legally binding on un member states although the us has said it does not consider mondays vote to be binding on israel,pro-israeli,1
bbc_124,the arms transfers have also been strongly criticised by some senior members of the presidents democratic party who have been calling for us military aid to be limited or conditional on changes in how israel conducts military operations,pro-israeli,1
bbc_488,if he tries to continue he will not find anything except the readiness of the palestinians  all palestinians  to resist the occupation mr naim said,anti-israeli,3
jp_211,,neutral,0
bbc_157,speaking on behalf of the family of former royal marine mr henderson his brother  who declined to be named  told the times the killings of people on a humanitarian mission was inexcusable,pro-palestinian,2
jp_108,the burgeoning jewish state prevailed although it would face many more obstacles down the road for its freedom,pro-palestinian,2
jp_205,controversy over the awarding of the israel prize has not yet subsided,neutral,0
aj_324,gaza is devoted to rejection hunger and rejection thirst and rejection displacement and rejection torture and rejection siege and rejection death and rejection,anti-israeli,3
bbc_240,it was apparent to israels friends as well as its enemies that its sixmonth siege of gaza had created the worlds most urgent food crisis,anti-israeli,3
jp_277,how will the israeli borders be secure,pro-israeli,1
bbc_139, more than 196 aid workers have been killed in gaza since october according to the usfunded aid worker security database which records major incidents of violence against aid personnel,pro-israeli,1
jp_118,their residents are living in different parts of israel and it is not clear when services will be available for people to return to or if people will feel secure enough to return,pro-israeli,1
jp_469,he arrived at the entrance to the west bank city and opened fire at nearby security personnel,pro-israeli,1
jp_508,lodrsquos role as a leading community with elders continued from after the destruction through to this moment when it was cruelly cut down in the gallus revolt,anti-israeli,3
bbc_383,mr anderson said neither area had the infrastructure to support the masses seeking shelter,pro-israeli,1
jp_306,he was on the panel of three justices who rejected the appeal of former president moshe katsav sending him to prison for seven years for rape and sexual abuse,pro-palestinian,2
jp_194,comerof1jha8smdash lior haiat  liorhaiat march 28 2024un calls for ceasefire and accountability amid gaza crisisun undersecretarygeneral and special advisor on the prevention of genocide alice wairimu nderitu acknowledged on thursday the monday security council resolution that calls for an immediate ceasefire and the release of the hostages,pro-israeli,1
bbc_16,he accused the inquiry of being hostile to israel,anti-palestinian,4
jp_65,we the public will bring them home,neutral,0
bbc_428,i again reiterate my call for the immediate release of all hostages taken from israel and for their safe return to their families,neutral,0
bbc_414,israel has rejected the claim as false and grossly distorted,neutral,0
jp_407,"quot
protesters gathered again on lebanon side of border with israel on saturday waving palestinian and hezbollah flags",pro-palestinian,2
bbc_324,the idf says the two were operating drones posing an imminent threat to idf troops but a washington post investigation found no indications that either man was operating as anything other than a journalist that day,anti-palestinian,4
aj_406,the take will israels protests change netanyahus calculus,pro-palestinian,2
nyt_537,and although the accounts differ on both sides what we do know is that many hungry and desperate people died while trying to get food and secure aid in a place where famine is looming and starvation is rampant,pro-israeli,1
bbc_50,israel insists its ground offensive is in line with international law,anti-israeli,3
jp_264,but most of the west bank would revert to jordan noting that ldquofrom a demographic standpoint a jewish majority will be keptmaintained which would allow israel to exist as a democratic jewish state based on the principles of the zionist vision,pro-israeli,1
bbc_383,israel has long maintained that it is committed to facilitating deliveries of humanitarian aid into and within gaza and has accused hamas of stealing the aid designated for civilians,pro-palestinian,2
nyt_587,gantzs threat has again exposed the fractures within israels leadership as frustration grows at home over the failure to decisively defeat hamas or to bring home all the hostages held in gaza,anti-palestinian,4
bbc_357,last week mr molnrfi said he believed the real reason why the students union was being fined was because tcd authorities are terrified of the wave of antiwar protests across university campuses,pro-palestinian,2
nyt_558, music playing earlier this week the top prosecutor of the international criminal court requested arrest warrants for israels prime minister and its defense minister,pro-israeli,1
jp_76,nbspyet despite the threat level eden golanrsquos song ldquohurricanerdquo has consistently been in the top 10 in the eurovision betting tables considered a reliable measure of success in the contest at presstime ldquohurricanerdquo was in the seventh spot out of 37 countries,anti-palestinian,4
jp_367,the comptroller also said that turning over these documents will not impact the attention of security officials and so will not cause security concerns,pro-israeli,1
aj_209,israels war on gaza updates 50 bodies recovered from jabalia refugee camp meanwhile mediators urge israel and hamas to accept ceasefire plan laid out by biden as humanitarian situation worsens,pro-palestinian,2
jp_262,"nbsp
3",neutral,0
jp_432,toporovsky called taiwan ldquoa beacon of democratic and liberal valuesrdquo and commended tsai as ldquoa beacon of democratic and liberal leadership,pro-israeli,1
nyt_88,government efforts to provide lifesaving humanitarian assistance to the people in gaza the statement said,pro-palestinian,2
jp_492, udi shani had empirically studied whether house demolitions over the last few years of the second intifada had increased deterrence against terrorists concluding that the opposite was true,neutral,0
bbc_371,baby saved from dead mothers womb in gaza dies hundreds of students protesting the war in gaza have marched through oxford to deliver a list of demands,pro-palestinian,2
bbc_124,the trip had previously been cancelled by mr netanyahu in response to the un security council ceasefire vote,pro-israeli,1
jp_306,unlike other liberal justices he was willing to say it out loud,pro-palestinian,2
jp_581,a rocket was fired into israeli territory north of the gaza strip on saturday night but no interceptors were fired from the israeli side,anti-palestinian,4
jp_208,exchanging views on implications of genocide case israelrsquos immediate past attorneygeneral mandelblit is currently in new york with amit becher the president of the israel bar association to join uja lawyers in a panel discussion in which they will exchange views on implications of the genocide accusations against israel at the international court of justice and the future of judicial reform in israel,pro-palestinian,2
jp_496,the significance of this concept was lost on nonenglishspeaking politicians he said,neutral,0
bbc_297,he lost his father when he was 12 years old and i raised him,neutral,0
bbc_92,he implied they did so for reasons that had nothing to do with the substance while also warning that a rafah offensive could leave israel without international support,anti-israeli,3
bbc_391,they added exams due to take place in other buildings on the campus remain unaffected by the protest,pro-palestinian,2
bbc_542,protest group bands boycott barclays called the banks decision to suspend its ties with the festivals a victory,pro-palestinian,2
bbc_146,israel said the strike was unintended,neutral,0
bbc_170,at 2309 the first vehicle is struck two minutes later the second and at 2313 the third final fatal strike is launched,anti-palestinian,4
nyt_212, in meetings at the white house she has been forceful in urging the administration not to dismiss the anger from palestinian americans and others in the united states who contend that mr,anti-israeli,3
bbc_399,the idf has presented this video as evidence of un complicity with hamas and it has been seized upon by some of israels supporters and critics of the un,pro-palestinian,2
bbc_100,mrs weiss heads a radical settler organisation called nachala or homeland,anti-palestinian,4
bbc_421,,neutral,0
jp_398,it anchored the policersquos subordination to the government as well as allowing for the national security minister to set policy and general principles,pro-israeli,1
jp_195,the palestinian ministry of foreign affairs said in a statement that the new israeli measures are a ldquoflagrant violation of international law and the geneva conventions,anti-israeli,3
jp_573,"nbsp
a negative ruling on settlements and jewish building in east jerusalem israel fears would undercut its legal claims to historical and religious rights to its ancient biblical territory and its legal claims to be indigenous to that territory",pro-palestinian,2
aj_203,washington dc  dozens of faith civil rights and progressive groups in the united states have expressed solidarity with university students protesting against us support for israel amid the war on gaza,pro-palestinian,2
jp_525,the israelhamas warit is the first halt in the conflict since hamas fighters rampaged through southern israel on oct,anti-palestinian,4
bbc_375,it argues such a state would be a threat to israels existence,anti-palestinian,4
nyt_416,for israel too the cold peace with egypt has been an essential pillar of national security for 45 years,pro-israeli,1
bbc_306,british maritime security agency ukmto reported that the panamaflagged ship was struck twice and suffered damage,pro-israeli,1
bbc_525,as expected they threatened to topple the netanyahu coalition if he agreed to the deal,anti-palestinian,4
jp_352,rockets fired on may 19 even flew near kiryat yam near haifa,anti-palestinian,4
jp_193,however it is also important to note that the systemrsquos past success creates a danger of an illusion of security to civilians,pro-israeli,1
bbc_139,they were all former soldiers who were working for ukbased security firm solace global as part of wcks security team,pro-israeli,1
jp_422,"nbsp
nbsp
ldquohere they palestinians know they are living under occupationrdquo said abu diab who does not consider himself unified with the jewish residents of the city",anti-israeli,3
jp_212,ldquothis is where we are tested as a jewish and democratic staterdquo says fink,pro-israeli,1
jp_227,a plan by the government of former prime minister benjamin netanyahu to apply israeli sovereignty to parts of the west bank also accelerated the reconciliation process,pro-israeli,1
jp_306,he said he could not see the justice of giving preference to heterosexual parents over samesex parents though the court as a whole deferred the issue for six months to give the knesset time to resolve legislation on the issue which it was already considering,pro-palestinian,2
jp_51,the success of the idf ground troops comes amid continued calls abroad for a pause in operations for humanitarian aid a ceasefire and the opening of the border with egypt as an exit as well as for goods to arrive in gaza like fuel,pro-palestinian,2
bbc_445,supporters will cheer the move opponents will decry it,pro-palestinian,2
bbc_357,the demonstrations had focused on the universitys response to the war in gaza as well as proposed course fee hikes and increased accommodation costs,pro-palestinian,2
bbc_398,the idf has told displaced residents to head towards an expanded humanitarian area which stretches north from the coastal strip of almawasi to the town of deir albalah in gazas middle area,pro-palestinian,2
jp_213,some of the centers did not have appropriate shelters and needed to be totally relocated to spaces with adequate protection,pro-israeli,1
bbc_329,the report concludes that a sexual assault caused the fight in the rear compartment of the van and that strikes from team 12 had caused nikas death,anti-israeli,3
bbc_460,graphic footage showed a number of structures ablaze next to a banner saying kuwaiti peace camp 1 as well as first responders and bystanders carrying several bodies,neutral,0
jp_137,in accordance with the procedure which allows for the advancement of a bill that had been previously been approved in plenum readings but abandoned by the knessetrsquos dissolution the legislative remnant from the previous israeli government will be transferred to the foreign affairs and security committee for preparation for further plenum readings,pro-israeli,1
jp_149,ldquoour desire and choice as musicians from different backgrounds he is an english rocker and i am a jewishisraeli who absorbed roots of arab culture have always been and will continue to be to strive to understand the lsquootherrsquo to get to know him and to introduce him to us through the language of music  completely the opposite of fostering a onesided discourse of boycotts and threatsrdquo tassa wrote,anti-palestinian,4
aj_148,despite being thousands of miles away i constantly think of my patients in gaza and wonder did they make it,neutral,0
bbc_331,people have not yet been asked to evacuate from rafah but there is a sense that if there is no deal this week that could happen philippe lazzarini told reporters,neutral,0
jp_159,it creates an opportunity for policymakers religious leaders and civil society stakeholders to come together and explore a peaceful solution to the national service question that israel desperately needs to answer,pro-palestinian,2
nyt_262,protesters had entered the building around 530 a,pro-palestinian,2
jp_332,"pflp affiliation
the popular front for the liberation of palestine is a marxist military group recognized as a terrorist group by most of the western world",pro-palestinian,2
jp_407,the incident took place during a protest on the lebanese side to support palestinians amid a conflict between israel and hamas the islamist group which rules gaza,pro-palestinian,2
bbc_116,palestinians on the ground fighting to secure a share have drowned as they try to swim to pallets that have landed in the sea or have been crushed when parachutes fail,pro-israeli,1
bbc_126,israeli prime minister benjamin netanyahu said on sunday that an anticipated largescale ground offensive in rafah on the egypt border would go ahead despite the united states saying it would not support the operation,anti-israeli,3
jp_519,ldquowe would welcome hamas laying down its arms at any pointrdquo he added,neutral,0
jp_193,an academic research project conducted at the national security college guided by one of the authors of this article analyzed iron domersquos impact on the israeli national security strategy ndash economically militarily socially and politically,pro-israeli,1
jp_163,communities were told to either go to shelters or remain close by,pro-israeli,1
bbc_84,there has been international concern over the impact such an offensive on the egypt border could have as more than half of the 2,anti-israeli,3
jp_52,prior to this war we worked in education focusing on early childhood development shelter food security health medical donations and community infrastructure,pro-israeli,1
nyt_124,kirby a national security council spokesman said on wednesday that while the united states was disappointed that an agreement had not been reached negotiators were still confident in the parameters of the deal they had helped negotiate,pro-israeli,1
bbc_150,they were not put off by israels experience in the last two decades of the 20th century when it occupied a broad strip of south lebanon to try to protect northern israel,pro-israeli,1
jp_371,magen david adom said the israeli was hit by shrapnel while another israeli was injured on her way to a shelter and another suffering from ptsd,pro-israeli,1
jp_163,israel had carried out strikes against sites in khan yunis and beit lahiya,anti-israeli,3
jp_209,in addition to the continuing security coordination israeli and pa ministers recently met for the first time in several years,pro-israeli,1
bbc_234,the european union aviation safety agency easa reiterated its previous guidance to airlines to use caution in israeli and iranian airspace,pro-israeli,1
jp_205,aliza bloch the immediate past mayor of beit shemesh despite an intensely busy schedule during her period in office nonetheless found time to prepare her new book bridges of light which she launched this month in the presence of minister without portfolio chili troper and several past and present politicians including members of the beit shemesh municipal council as well as other wellknown figures,anti-palestinian,4
jp_422,"nbsp
palestinians have individual rights in jerusalem but not collective ones she said",pro-palestinian,2
jp_137,rdquothe security service law amendment to integrate yeshiva students would raise the age of exemption to 22 after two years and again to 23 a year later,pro-israeli,1
jp_307,rdquotheir departure comes as netanyahu has given a nod to a threephase hostage deal which gantz supports but which coalition factions otzma yehudit and the religious zionist party oppose,neutral,0
jp_126,rdquoldquowe did not believe that the police would be willing to knock a protester down from a height of three metersrdquo it said,pro-palestinian,2
bbc_117,all of my humanitarian colleagues keep telling us that there is a lot of red tape,pro-palestinian,2
jp_219,calm freedom boundless spaces  quiet release infinityrelaxation walking barefoot and feeling the ground under your feet  a place of refuge  mother earth  a place for comfort  tendernessstability certainty  a sense of belonging  stable ground  connect to the roots  depth  meaningregeneration regeneration  refreshment to be recharged to grow to reach new heights,pro-palestinian,2
bbc_81,it is decided using a un scale called the integrated food security phase classification ipc,pro-israeli,1
bbc_239,deadly violence between palestinians and jewish settlers in the west bank has surged again,anti-israeli,3
bbc_549,there have been further signs of strain in the israeli government in the past day with mr netanyahu and his farright ministers criticising a decision by the idf to introduce daytime tactical pauses in military activity near the southern gaza city of rafah to allow more deliveries of humanitarian aid,pro-palestinian,2
aj_382,netanyahus hostage dilemma keep reading through eight months of war in gaza the issue of the hostages has obsessed the israeli public above all else but the dramatic operation to rescue four israelis held captive in gaza last week  which resulted in a massacre of more than 270 palestinians  has revealed that a ceasefire deal remains the best option to secure their safe return,pro-israeli,1
jp_116,ldquono to israel and normalizationrdquo protesters chanted while waving palestinian flags,pro-palestinian,2
bbc_351,northeastern universitys ceremony in boston on sunday passed largely peacefully at the citys fenway park where police were in attendance,pro-palestinian,2
bbc_340,propalestinian protesters in cities including manchester newcastle and leeds have set up tents outside university buildings,pro-palestinian,2
jp_377,ldquoif netanyahu wins again we expect the biden administration and the international conference to take real and serious measures to compel israel to adhere to international resolutions pertaining to the israelipalestinian conflict especially security council resolution 2334 which calls for an end to israeli settlement activitiesrdquo the official said,pro-israeli,1
aj_491,all of the rats in the knesset mass antiwar protest in israel an estimated 150000 people attended the rally in one of the biggest demonstrations since israels war on gaza began,pro-palestinian,2
jp_590,us national security council spokesman john kirby echoed that sentiment in speaking with reporters last wednesday,pro-israeli,1
bbc_364,a displaced man sheltering at the hospital told bbc arabics gaza today programme that life was very difficult for him,pro-israeli,1
jp_304,golan wonrsquot be the only israeli performing in the final because jerusalemborn tali golergant who is representing luxembourg won a place after she performed her song ldquofighterrdquo in the first semifinal on tuesday night,neutral,0
bbc_194,it seems so simple and straightforward,neutral,0
bbc_297,the intensity of violations has been massive,anti-israeli,3
jp_396,ldquowe are keeping them in tensionrdquo said halevi suggesting that the longer hamas waits for the israeli invasion the more stressed it will become,anti-israeli,3
jp_159,the courtrsquos ruling should serve as a catalyst for meaningful dialogue and engagement on the issue of military service instead of pathetic threats of emigration and political discord,anti-palestinian,4
bbc_185,some must be taking the long view waiting to see how events unfold in gaza and the wider middle east,neutral,0
jp_42,israeli and palestinian activists have staged demonstrations outside the cave to support mours family,pro-palestinian,2
nyt_300,humanitarian aid would be flowing at a much greater level and generally the beginning of a change in atmosphere and climate,pro-palestinian,2
bbc_469,in last weeks order the court ruled by 13 votes to two that israel should immediately halt its military offensive and any other action in the rafah governorate which may inflict on the palestinian group in gaza conditions of life that could bring about its physical destruction in whole or in part,anti-israeli,3
bbc_274,in an effort to make a point about the policing of protest we caused further offence,pro-palestinian,2
jp_120,after many long months of public struggle we are glad public pressure succedded the rightwing ngo im tirtzu said in a statement,pro-palestinian,2
jp_503,rdquothe pa has often come under criticism from many palestinians because of its refusal to halt security coordination with israel,pro-israeli,1
bbc_294,every day we search for their bodies but we fail to find them,neutral,0
bbc_370,despite firm and vocal us opposition israel appears poised to mount a largescale invasion of rafah,anti-israeli,3
jp_246,gregory meeks dny said sunday morning on msnbc,neutral,0
bbc_208,after meeting the commander of us central command on friday israeli defence minister yoav gallant said the bond between the two countries had been strengthened by the threat adding we will know how to respond,anti-palestinian,4
jp_230,knesset members also pointed out that the government deficit is much higher due to the war and that in that sense the budget excess isnt really excess but could be put towards making the deficit smaller,neutral,0
bbc_124,but the latest package comes as the biden administration has been raising concerns about rising civilian deaths in gaza and humanitarian access to the territory which the un says is on the verge of famine,pro-palestinian,2
bbc_293,on the us west coast propalestinian students set up solidarity encampments on monday at the university of california berkeley and california state polytechnic university humboldt,pro-palestinian,2
bbc_323,the israeli military alleges they were members of gazabased terrorist organisations,neutral,0
jp_441,"rdquo
nbsp
vietnamrsquos mission to the un tweeted a summary of what it told the security council saying it expressed ldquograve concernrdquo condemned ldquoall acts of violence and urged all parties to exercise maximum restraint",pro-israeli,1
nyt_136,thank you for your patience while we verify access,neutral,0
jp_381,ldquoit highlights how remembrance and shared grief can serve as powerful catalysts for social solidarity promoting a more harmonious coexistence among various social groups,pro-palestinian,2
bbc_480,speaking via an online call to journalists at the uns headquarters in geneva mr peeperkorn said he feared unimaginable disaster if the israeli army made a largescale incursion into the city which it was threatening to invade,anti-palestinian,4
bbc_286,up to now mr netanyahu has said only that he will answer tough questions about his own role without acknowledging any responsibility and has sought to deflect blame onto his security chiefs,pro-israeli,1
jp_353,initially the police had asserted that the officer was punched in the face by a protester but they corrected their statement after a video was published online showing a police officer swinging the protester directly toward the injured officer without any incident of the officer being punched,pro-palestinian,2
